movieId,title,genres,director,casts
251,Hunted, The (1995),J.F. Lawton,Christopher Lambert| John Lone| Joan Chen| Yoshio Harada
252,I.Q. (1994),Comedy|Romance,Fred Schepisi,Tim Robbins| Meg Ryan| Walter Matthau| Lou Jacobi
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Neil Jordan,Brad Pitt| Christian Slater| Virginia McCollam| John McConnell
254,Jefferson in Paris (1995),Drama,James Ivory,Nick Nolte| Gwyneth Paltrow| Estelle Eonnet| Thandiwe Newton
255,Jerky Boys, The (1995),James Melkonian,John G
256,Junior (1994),Comedy|Sci-Fi,Ivan Reitman,Arnold Schwarzenegger| Danny DeVito| Emma Thompson| Frank Langella
257,Just Cause (1995),Mystery|Thriller,Arne Glimcher,Sean Connery| Laurence Fishburne| Kate Capshaw| Blair Underwood
258,Kid in King Arthur's Court, A (1995),Michael Gottlieb,Thomas Ian Nicholas| Joss Ackland| Art Malik| Paloma Baeza
259,Kiss of Death (1995),Crime|Drama|Thriller,Barbet Schroeder,David Caruso| Samuel L
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,George Lucas,Mark Hamill| Harrison Ford| Carrie Fisher| Peter Cushing
261,Little Women (1994),Drama,Gillian Armstrong,Winona Ryder| Gabriel Byrne| Trini Alvarado| Samantha Mathis
262,Little Princess, A (1995),Alfonso Cuarón,Liesel Matthews| Eleanor Bron| Liam Cunningham| Rusty Schwimmer
263,Ladybird Ladybird (1994),Drama,Ken Loach,Crissy Rock| Vladimir Vega| Sandie Lavelle| Mauricio Venegas
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Alfonso Arau,Marco Leonardi| Lumi Cavazos| Regina Torné| Mario Iván Martínez
266,Legends of the Fall (1994),Drama|Romance|War|Western,Edward Zwick,Brad Pitt| Anthony Hopkins| Aidan Quinn| Julia Ormond
267,Major Payne (1995),Comedy,Nick Castle,Damon Wayans| Michael Ironside| Bam Bam Bigelow| Joseph Blaire
269,My Crazy Life (Mi vida loca) (1993),Drama,Allison Anders,Angel Aviles| Seidy Lopez| Jacob Vargas| Devine
270,Love Affair (1994),Drama|Romance,Glenn Gordon Caron,Warren Beatty| Annette Bening| Katharine Hepburn| Garry Shandling
271,Losing Isaiah (1995),Drama,Stephen Gyllenhaal,Jessica Lange| Halle Berry| David Strathairn| Cuba Gooding Jr
272,Madness of King George, The (1994),Nicholas Hytner,Rupert Graves| Helen Mirren| Amanda Donohoe| Charlotte Curley
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,Kenneth Branagh,Robert De Niro| Kenneth Branagh| Tom Hulce| Helena Bonham Carter
274,Man of the House (1995),Comedy,James Orr,Chevy Chase| Farrah Fawcett| Jonathan Taylor Thomas| George Wendt
275,Mixed Nuts (1994),Comedy,Nora Ephron,Steve Martin| Madeline Kahn| Robert Klein| Anthony LaPaglia
276,Milk Money (1994),Comedy|Romance,Richard Benjamin,Melanie Griffith| Ed Harris| Michael Patrick Carter| Malcolm McDowell
277,Miracle on 34th Street (1994),Drama,Les Mayfield,Richard Attenborough| Elizabeth Perkins| Dylan McDermott| J
278,Miami Rhapsody (1995),Comedy,David Frankel,Sarah Jessica Parker| Gil Bellows| Antonio Banderas| Mia Farrow
279,My Family (1995),Drama,Gregory Nava,Edward James Olmos| Rafael Cortes| Ivette Reina| Amelia Zapata
280,Murder in the First (1995),Drama|Thriller,Marc Rocco,Christian Slater| Kevin Bacon| Gary Oldman| Embeth Davidtz
281,Nobody's Fool (1994),Comedy|Drama|Romance,Robert Benton,Paul Newman| Jessica Tandy| Bruce Willis| Melanie Griffith
282,Nell (1994),Drama,Michael Apted,Jodie Foster| Liam Neeson| Natasha Richardson| Richard Libertini
283,New Jersey Drive (1995),Crime|Drama,Nick Gomez,Shar-Ron Corley| Gabriel Casseus| Saul Stein| Gwen McGee
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,Tôru Murakawa,Tôru Nakamura| Chad McQueen| Mira Sorvino| Conan Lee
285,Beyond Bedlam (1993),Drama|Horror,Vadim Jean,Craig Fairbrass| Elizabeth Hurley| Keith Allen| Anita Dobson
287,Nina Takes a Lover (1994),Comedy|Romance,Alan Jacobs,Laura San Giacomo| Paul Rhys| Michael O'Keefe| Cristi Conaway
288,Natural Born Killers (1994),Action|Crime|Thriller,Oliver Stone,Woody Harrelson| Juliette Lewis| Tom Sizemore| Rodney Dangerfield
289,Only You (1994),Comedy|Romance,Norman Jewison,Marisa Tomei| Robert Downey Jr
290,Once Were Warriors (1994),Crime|Drama,Lee Tamahori,Rena Owen| Temuera Morrison| Mamaengaroa Kerr-Bell| Julian Arahanga
291,Poison Ivy II (1996),Drama|Thriller,Anne Goursaud,Alyssa Milano| Johnathon Schaech| Xander Berkeley| Belinda Bauer
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Wolfgang Petersen,Dustin Hoffman| Rene Russo| Morgan Freeman| Kevin Spacey
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Luc Besson,Jean Reno| Gary Oldman| Natalie Portman| Danny Aiello
294,Perez Family, The (1995),Mira Nair,Marisa Tomei| Alfred Molina| Anjelica Huston| Chazz Palminteri
295,Pyromaniac's Love Story, A (1995),Joshua Brand,William Baldwin| John Leguizamo| Sadie Frost| Erika Eleniak
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quentin Tarantino,Tim Roth| Amanda Plummer| Laura Lovelace| John Travolta
298,Pushing Hands (Tui shou) (1992),Drama,Ang Lee,Sihung Lung| Lai Wang| Bozhao Wang| Deb Snyder
299,Priest (1994),Drama,Antonia Bird,Linus Roache| Tom Wilkinson| Robert Carlyle| Cathy Tyson
300,Quiz Show (1994),Drama,Robert Redford,John Turturro| Rob Morrow| Ralph Fiennes| Paul Scofield
301,Picture Bride (Bijo photo) (1994),Drama|Romance,Kayo Hatta,Yûki Kudô| Cary-Hiroyuki Tagawa| Tamlyn Tomita| Akira Takayama
302,Queen Margot (Reine Margot, La) (1994),Patrice Chéreau,Isabelle Adjani| Daniel Auteuil| Jean-Hugues Anglade| Vincent Perez
303,Quick and the Dead, The (1995),Sam Raimi,Sharon Stone| Gene Hackman| Russell Crowe| Leonardo DiCaprio
304,Roommates (1995),Comedy|Drama,Peter Yates,Peter Falk| D
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,Robert Altman,Marcello Mastroianni| Sophia Loren| Jean-Pierre Cassel| Kim Basinger
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Krzysztof Kieslowski,Irène Jacob| Jean-Louis Trintignant| Frédérique Feder| Jean-Pierre Lorit
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Krzysztof Kieslowski,Juliette Binoche| Benoît Régent| Florence Pernel| Charlotte Véry
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Krzysztof Kieslowski,Zbigniew Zamachowski| Julie Delpy| Janusz Gajos| Jerzy Stuhr
310,Rent-a-Kid (1995),Comedy,Fred Gerber,Leslie Nielsen| Christopher Lloyd| Matt McCoy| Sherry Miller
311,Relative Fear (1994),Horror|Thriller,George Mihalka,Darlanne Fluegel| Martin Neufeld| James Brolin| Denise Crosby
312,Stuart Saves His Family (1995),Comedy,Harold Ramis,Al Franken| Laura San Giacomo| Vincent D'Onofrio| Shirley Knight
313,Swan Princess, The (1994),Richard Rich,Jack Palance| Howard McGillin| Michelle Nicastro| Liz Callaway
314,Secret of Roan Inish, The (1994),John Sayles,Jeni Courtney| Pat Slowey| Dave Duffy| Declan Hannigan
315,Specialist, The (1994),Luis Llosa,Sylvester Stallone| Sharon Stone| James Woods| Rod Steiger
316,Stargate (1994),Action|Adventure|Sci-Fi,Roland Emmerich,Kurt Russell| James Spader| Jaye Davidson| Viveca Lindfors
317,Santa Clause, The (1994),John Pasquin,Tim Allen| Judge Reinhold| Wendy Crewson| Eric Lloyd
318,Shawshank Redemption, The (1994),Frank Darabont,Tim Robbins| Morgan Freeman| Bob Gunton| William Sadler
319,Shallow Grave (1994),Comedy|Drama|Thriller,Danny Boyle,Kerry Fox| Christopher Eccleston| Ewan McGregor| Ken Stott
320,Suture (1993),Film-Noir|Thriller,Scott McGehee| David Siegel,Dennis Haysbert| Mel Harris| Sab Shimono| Dina Merrill
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Tomás Gutiérrez Alea| Juan Carlos Tabío,Jorge Perugorría| Vladimir Cruz| Mirta Ibarra| Francisco Gattorno
322,Swimming with Sharks (1995),Comedy|Drama,George Huang,Kevin Spacey| Frank Whaley| Michelle Forbes| Benicio Del Toro
324,Sum of Us, The (1994),Geoff Burton| Kevin Dowling,Jack Thompson| Russell Crowe| John Polson| Deborah Kennedy
325,National Lampoon's Senior Trip (1995),Comedy,Kelly Makin,Matt Frewer| Valerie Mahaffey| Lawrence Dane| Tommy Chong
326,To Live (Huozhe) (1994),Drama,Yimou Zhang,You Ge| Gong Li| Ben Niu| Wu Jiang
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Rachel Talalay,Lori Petty| Ice-T| Naomi Watts| Don Harvey
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Ernest R. Dickerson,Jada Pinkett Smith| Brenda Bakke| CCH Pounder| Dick Miller
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,David Carson,Patrick Stewart| Jonathan Frakes| Brent Spiner| LeVar Burton
330,Tales from the Hood (1995),Action|Crime|Horror,Rusty Cundieff,Clarence Williams III| Joe Torry| De'aundre Bonds| Samuel Monroe Jr
331,Tom & Viv (1994),Drama,Brian Gilbert,Willem Dafoe| Miranda Richardson| Rosemary Harris| Tim Dutton
332,Village of the Damned (1995),Horror|Sci-Fi,John Carpenter,Christopher Reeve| Kirstie Alley| Linda Kozlowski| Michael Paré
333,Tommy Boy (1995),Comedy,Peter Segal,Chris Farley| David Spade| Brian Dennehy| Bo Derek
334,Vanya on 42nd Street (1994),Drama,Louis Malle,Phoebe Brand| Lynn Cohen| George Gaynes| Jerry Mayer
335,Underneath (1995),Mystery|Thriller,Steven Soderbergh,Peter Gallagher| Alison Elliott| William Fichtner| Adam Trese
336,Walking Dead, The (1995),Preston A. Whitmore II,Allen Payne| Eddie Griffin| Joe Morton| Vonte Sweet
337,What's Eating Gilbert Grape (1993),Drama,Lasse Hallström,Johnny Depp| Leonardo DiCaprio| Juliette Lewis| Mary Steenburgen
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Brett Leonard,Denzel Washington| Kelly Lynch| Russell Crowe| Stephen Spinella
339,While You Were Sleeping (1995),Comedy|Romance,Jon Turteltaub,Sandra Bullock| Bill Pullman| Peter Gallagher| Peter Boyle
340,War, The (1994),Jon Avnet,Elijah Wood| Kevin Costner| Mare Winningham| Lexi Randall
341,Double Happiness (1994),Drama,Mina Shum,Sandra Oh| Stephen Chang| Alannah Ong| Donald Fong
342,Muriel's Wedding (1994),Comedy,P.J. Hogan,Sophie Lee| Roz Hammond| Toni Collette| Belinda Jarrett
343,Baby-Sitters Club, The (1995),Melanie Mayron,Schuyler Fisk| Bre Blair| Rachael Leigh Cook| Larisa Oleynik
344,Ace Ventura: Pet Detective (1994),Comedy,Tom Shadyac,Jim Carrey| Courteney Cox| Sean Young| Tone Loc
345,Adventures of Priscilla, Queen of the Desert,Stephan Elliott,Hugo Weaving| Guy Pearce| Terence Stamp| Rebel Penfold-Russell
346,Backbeat (1993),Drama|Musical,Iain Softley,Sheryl Lee| Stephen Dorff| Ian Hart| Gary Bakewell
347,Bitter Moon (1992),Drama|Film-Noir|Romance,Roman Polanski,Peter Coyote| Emmanuelle Seigner| Hugh Grant| Kristin Scott Thomas
348,Bullets Over Broadway (1994),Comedy,Woody Allen,John Cusack| Dianne Wiest| Jennifer Tilly| Chazz Palminteri
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Phillip Noyce,Harrison Ford| Willem Dafoe| Anne Archer| Joaquim de Almeida
350,Client, The (1994),Joel Schumacher,Susan Sarandon| Tommy Lee Jones| Mary-Louise Parker| Anthony LaPaglia
351,Corrina, Corrina (1994),Jessie Nelson,Noreen Hennessey| Lucy Webb| Erica Yohn| Tina Majorino
352,Crooklyn (1994),Comedy|Drama,Spike Lee,Alfre Woodard| Delroy Lindo| David Patrick Kelly| Zelda Harris
353,Crow, The (1994),Alex Proyas,Brandon Lee| Rochelle Davis| Ernie Hudson| Michael Wincott
354,Cobb (1994),Drama,Ron Shelton,Tommy Lee Jones| Robert Wuhl| Lolita Davidovich| Ned Bellamy
355,Flintstones, The (1994),Brian Levant,John Goodman| Elizabeth Perkins| Rick Moranis| Rosie O'Donnell
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Robert Zemeckis,Tom Hanks| Rebecca Williams| Sally Field| Michael Conner Humphreys
357,Four Weddings and a Funeral (1994),Comedy|Romance,Mike Newell,Hugh Grant| James Fleet| Simon Callow| John Hannah
358,Higher Learning (1995),Drama,John Singleton,Omar Epps| Kristy Swanson| Michael Rapaport| Jennifer Connelly
359,I Like It Like That (1994),Comedy|Drama|Romance,Darnell Martin,Luna Lauren Velez| Jon Seda| Tomas Melly| Desiree Casado
360,I Love Trouble (1994),Action|Comedy,Charles Shyer,Nick Nolte| Julia Roberts| Saul Rubinek| James Rebhorn
361,It Could Happen to You (1994),Comedy|Drama|Romance,Andrew Bergman,Nicolas Cage| Bridget Fonda| Rosie Perez| Wendell Pierce
362,Jungle Book, The (1994),Stephen Sommers,Jason Scott Lee| Cary Elwes| Lena Headey| Sam Neill
363,Wonderful, Horrible Life of Leni Riefenstahl,Ray Müller,Leni Riefenstahl| Marlene Dietrich| Arnold Fanck| Walter Frentz
364,Lion King, The (1994),Roger Allers| Rob Minkoff,Rowan Atkinson| Matthew Broderick| Niketa Calame-Harris| Jim Cummings
365,Little Buddha (1993),Drama,Bernardo Bertolucci,Keanu Reeves| Ruocheng Ying| Chris Isaak| Alex Wiesendanger
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994),Wes Craven,Jf Davis| Heather Langenkamp| Miko Hughes| Matt Winston
367,Mask, The (1994),Chuck Russell,Jim Carrey| Peter Riegert| Peter Greene| Amy Yasbeck
368,Maverick (1994),Adventure|Comedy|Western,Richard Donner,Mel Gibson| Jodie Foster| James Garner| Graham Greene
369,Mrs. Parker and the Vicious Circle (1994),Drama,Alan Rudolph,Jennifer Jason Leigh| Campbell Scott| Matthew Broderick| Peter Gallagher
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Peter Segal,Leslie Nielsen| Priscilla Presley| George Kennedy| O
371,Paper, The (1994),Ron Howard,Michael Keaton| Robert Duvall| Glenn Close| Marisa Tomei
372,Reality Bites (1994),Comedy|Drama|Romance,Ben Stiller,Winona Ryder| Ethan Hawke| Janeane Garofalo| Steve Zahn
373,Red Rock West (1992),Thriller,John Dahl,Nicolas Cage| Craig Reay| Vance Johnson| Robert Apel
374,Richie Rich (1994),Children|Comedy,Donald Petrie,Macaulay Culkin| John Larroquette| Edward Herrmann| Christine Ebersole
376,River Wild, The (1994),Curtis Hanson,Meryl Streep| Joseph Mazzello| Stephanie Sawyer| David Strathairn
377,Speed (1994),Action|Romance|Thriller,Jan de Bont,Keanu Reeves| Dennis Hopper| Sandra Bullock| Joe Morton
378,Speechless (1994),Comedy|Romance,Ron Underwood,Michael Keaton| Geena Davis| Christopher Reeve| Bonnie Bedelia
379,Timecop (1994),Action|Sci-Fi|Thriller,Peter Hyams,Jean-Claude Van Damme| Mia Sara| Ron Silver| Bruce McGill
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,James Cameron,Arnold Schwarzenegger| Jamie Lee Curtis| Tom Arnold| Bill Paxton
381,When a Man Loves a Woman (1994),Drama|Romance,Luis Mandoki,Andy Garcia| Meg Ryan| Ellen Burstyn| Tina Majorino
382,Wolf (1994),Drama|Horror|Romance|Thriller,Mike Nichols,Jack Nicholson| Michelle Pfeiffer| James Spader| Kate Nelligan
383,Wyatt Earp (1994),Western,Lawrence Kasdan,Kevin Costner| Dennis Quaid| Gene Hackman| David Andrews
384,Bad Company (1995),Action|Crime|Drama,Damian Harris,Ellen Barkin| Laurence Fishburne| Frank Langella| Michael Beach
385,Man of No Importance, A (1994),Suri Krishnamma,Albert Finney| Brenda Fricker| Michael Gambon| Tara Fitzgerald
386,S.F.W. (1994),Drama,Jefery Levy,Stephen Dorff| Reese Witherspoon| Jake Busey| Joey Lauren Adams
387,Low Down Dirty Shame, A (1994),Keenen Ivory Wayans,Keenen Ivory Wayans| Charles S
388,Boys Life (1995),Drama,Robert Lee King| Raoul O'Connell| Brian Sloan,James Andrews| Mary Beth Aylesworth| Mike Barbour| Steve Bilich
389,Colonel Chabert, Le (1994),Yves Angelo,Gérard Depardieu| Fanny Ardant| Fabrice Luchini| André Dussollier
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,Russ Meyer,Tura Satana| Haji| Lori Williams| Ray Barlow
391,Jason's Lyric (1994),Crime|Drama,Doug McHenry,Allen Payne| Jada Pinkett Smith| Bokeem Woodbine| Anthony 'Treach' Criss
393,Street Fighter (1994),Action|Adventure|Fantasy,Steven E. de Souza,Jean-Claude Van Damme| Raul Julia| Ming-Na Wen| Damian Chapa
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Andrew Morahan,Christopher Lambert| Mario Van Peebles| Deborah Kara Unger| Mako
406,Federal Hill (1994),Drama,Michael Corrente,Nicholas Turturro| Anthony DeSando| Libby Langdon| Michael Raynor
407,In the Mouth of Madness (1995),Horror|Thriller,John Carpenter,Sam Neill| Julie Carmen| Jürgen Prochnow| David Warner
408,8 Seconds (1994),Drama,John G. Avildsen,James Rebhorn| Cameron Finley| Carrie Snodgress| Dustin Mayfield
409,Above the Rim (1994),Crime|Drama,Jeff Pollack,Duane Martin| Leon| Tupac Shakur| David Bailey
410,Addams Family Values (1993),Children|Comedy|Fantasy,Barry Sonnenfeld,Anjelica Huston| Raul Julia| Christopher Lloyd| Joan Cusack
412,Age of Innocence, The (1993),Martin Scorsese,Daniel Day-Lewis| Michelle Pfeiffer| Winona Ryder| Linda Faye Farkas
413,Airheads (1994),Comedy,Michael Lehmann,Brendan Fraser| Steve Buscemi| Adam Sandler| Chris Farley
414,Air Up There, The (1994),Paul Michael Glaser,Kevin Bacon| Charles Gitonga Maina| Yolanda Vazquez| Winston Ntshona
415,Another Stakeout (1993),Comedy|Thriller,John Badham,Richard Dreyfuss| Emilio Estevez| Rosie O'Donnell| Dennis Farina
416,Bad Girls (1994),Western,Jonathan Kaplan,Madeleine Stowe| Mary Stuart Masterson| Andie MacDowell| Drew Barrymore
417,Barcelona (1994),Comedy|Romance,Whit Stillman,Taylor Nichols| Chris Eigeman| Tushka Bergen| Mira Sorvino
418,Being Human (1993),Drama,Bill Forsyth,Robin Williams| Kelly Hunter| Maudie Johnson| Max Johnson
419,Beverly Hillbillies, The (1993),Penelope Spheeris,Jim Varney| Diedrich Bader| Erika Eleniak| Cloris Leachman
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,John Landis,Eddie Murphy| Jon Tenney| Joey Travolta| Eugene Collier
421,Black Beauty (1994),Adventure|Children|Drama,Caroline Thompson,Docs Keepin Time| Alan Cumming| Sean Bean| David Thewlis
422,Blink (1994),Thriller,Michael Apted,Madeleine Stowe| Aidan Quinn| James Remar| Peter Friedman
423,Blown Away (1994),Action|Thriller,Stephen Hopkins,Jeff Bridges| Tommy Lee Jones| Suzy Amis| Lloyd Bridges
424,Blue Chips (1994),Drama,William Friedkin,Nick Nolte| Mary McDonnell| J
425,Blue Sky (1994),Drama|Romance,Tony Richardson,Jessica Lange| Tommy Lee Jones| Powers Boothe| Carrie Snodgress
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,Abel Ferrara,Terry Kinney| Meg Tilly| Gabrielle Anwar| Reilly Murphy
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,Jennifer Lynch,Julian Sands| Sherilyn Fenn| Bill Paxton| Kurtwood Smith
428,Bronx Tale, A (1993),Robert De Niro,Robert De Niro| Chazz Palminteri| Lillo Brancato| Francis Capra
429,Cabin Boy (1994),Comedy,Adam Resnick,Chris Elliott| Ritch Brinkley| James Gammon| Brian Doyle-Murray
430,Calendar Girl (1993),Comedy|Drama,John Whitesell,Jason Priestley| Gabriel Olds| Jerry O'Connell| Joe Pantoliano
431,Carlito's Way (1993),Crime|Drama,Brian De Palma,Al Pacino| Sean Penn| Penelope Ann Miller| John Leguizamo
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,Paul Weiland,Billy Crystal| Daniel Stern| Jon Lovitz| Jack Palance
433,Clean Slate (1994),Comedy,Mick Jackson,Dana Carvey| Valeria Golino| James Earl Jones| Kevin Pollak
434,Cliffhanger (1993),Action|Adventure|Thriller,Renny Harlin,Sylvester Stallone| John Lithgow| Michael Rooker| Janine Turner
435,Coneheads (1993),Comedy|Sci-Fi,Steve Barron,Robert Knott| Jonathan Penner| Whip Hubley| Dan Aykroyd
436,Color of Night (1994),Drama|Thriller,Richard Rush,Bruce Willis| Jane March| Rubén Blades| Lesley Ann Warren
437,Cops and Robbersons (1994),Comedy,Michael Ritchie,Chevy Chase| Jack Palance| Dianne Wiest| Robert Davi
438,Cowboy Way, The (1994),Gregg Champion,Woody Harrelson| Kiefer Sutherland| Dylan McDermott| Ernie Hudson
440,Dave (1993),Comedy|Romance,Ivan Reitman,Kevin Kline| Sigourney Weaver| Frank Langella| Kevin Dunn
441,Dazed and Confused (1993),Comedy,Richard Linklater,Jason London| Joey Lauren Adams| Milla Jovovich| Shawn Andrews
442,Demolition Man (1993),Action|Adventure|Sci-Fi,Marco Brambilla,Sylvester Stallone| Wesley Snipes| Sandra Bullock| Nigel Hawthorne
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Gus Van Sant,Uma Thurman| Lorraine Bracco| Pat Morita| Angie Dickinson
445,Fatal Instinct (1993),Comedy,Carl Reiner,Armand Assante| Sherilyn Fenn| Kate Nelligan| Sean Young
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,Kaige Chen,Leslie Cheung| Fengyi Zhang| Gong Li| You Ge
448,Fearless (1993),Drama,Peter Weir,Jeff Bridges| Isabella Rossellini| Rosie Perez| Tom Hulce
449,Fear of a Black Hat (1994),Comedy,Rusty Cundieff,Mark Christopher Lawrence| Larry B
450,With Honors (1994),Comedy|Drama,Alek Keshishian,Joe Pesci| Brendan Fraser| Moira Kelly| Patrick Dempsey
451,Flesh and Bone (1993),Drama|Mystery|Romance,Steve Kloves,Julia McNeal| Ron Kuhlman| Jerry Swindall| Ryan Bohls
452,Widows' Peak (1994),Drama,John Irvin,Mia Farrow| Joan Plowright| Natasha Richardson| Adrian Dunbar
453,For Love or Money (1993),Comedy|Romance,Barry Sonnenfeld,Michael J
454,Firm, The (1993),Sydney Pollack,Tom Cruise| Jeanne Tripplehorn| Gene Hackman| Hal Holbrook
455,Free Willy (1993),Adventure|Children|Drama,Simon Wincer,Jason James Richter| Lori Petty| Jayne Atkinson| August Schellenberg
456,Fresh (1994),Crime|Drama|Thriller,Boaz Yakin,Sean Nelson| Giancarlo Esposito| Samuel L
457,Fugitive, The (1993),Andrew Davis,Harrison Ford| Tommy Lee Jones| Sela Ward| Julianne Moore
458,Geronimo: An American Legend (1993),Drama|Western,Walter Hill,Jason Patric| Gene Hackman| Robert Duvall| Wes Studi
459,Getaway, The (1994),Roger Donaldson,Alec Baldwin| Kim Basinger| Michael Madsen| James Woods
460,Getting Even with Dad (1994),Comedy,Howard Deutch,Macaulay Culkin| Ted Danson| Glenne Headly| Saul Rubinek
461,Go Fish (1994),Drama|Romance,Rose Troche,V
464,Hard Target (1993),Action|Adventure|Crime|Thriller,John Woo,Chuck Pfarrer| Robert Apisa| Arnold Vosloo| Lance Henriksen
466,Hot Shots! Part Deux (1993),Action|Comedy|War,Jim Abrahams,Charlie Sheen| Lloyd Bridges| Valeria Golino| Richard Crenna
467,Live Nude Girls (1995),Comedy,Julianna Lavin,Dana Delany| Kim Cattrall| Cynthia Stevenson| Laila Robins
468,Englishman Who Went Up a Hill But Came Down a Mountain, The (1995),Christopher Monger,Hugh Grant| Tara Fitzgerald| Colm Meaney| Ian McNeice
469,House of the Spirits, The (1993),Bille August,Maria Conchita Alonso| António Assunção| Julie Balloo| Frank Baker
470,House Party 3 (1994),Comedy,Eric Meza,Christopher Reid| Christopher Martin| David Edwards| Angela Means
471,Hudsucker Proxy, The (1994),Joel Coen| Ethan Coen,Tim Robbins| Jennifer Jason Leigh| Paul Newman| Charles Durning
472,I'll Do Anything (1994),Comedy|Drama,James L. Brooks,Nick Nolte| Whittni Wright| Albert Brooks| Julie Kavner
473,In the Army Now (1994),Comedy|War,Daniel Petrie Jr.,Pauly Shore| Andy Dick| Lori Petty| David Alan Grier
474,In the Line of Fire (1993),Action|Thriller,Wolfgang Petersen,Clint Eastwood| John Malkovich| Rene Russo| Dylan McDermott
475,In the Name of the Father (1993),Drama,Jim Sheridan,Alison Crosbie| Daniel Day-Lewis| Philip King| Emma Thompson
476,Inkwell, The (1994),Matty Rich,Larenz Tate| Joe Morton| Suzzanne Douglas| Glynn Turman
477,What's Love Got to Do with It? (1993),Drama|Musical,Brian Gibson,RaéVen Kelly| Virginia Capers| Dororthy Thorton| Demetrice Cheathon
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,Barry Levinson,Joe Pesci| Christian Slater| Victoria Abril| Jason Beghe
479,Judgment Night (1993),Action|Crime|Thriller,Stephen Hopkins,Emilio Estevez| Cuba Gooding Jr
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,Steven Spielberg,Sam Neill| Laura Dern| Jeff Goldblum| Richard Attenborough
481,Kalifornia (1993),Drama|Thriller,Dominic Sena,Brad Pitt| Kathy Larson| David Milford| David Duchovny
482,Killing Zoe (1994),Crime|Drama|Thriller,Roger Avary,Eric Stoltz| Martin Raymond| Eric Pascal Chaltiel| Julie Delpy
484,Lassie (1994),Adventure|Children,Daniel Petrie,Tom Guiry| Helen Slater| Jon Tenney| Brittany Boyd
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,John McTiernan,Arnold Schwarzenegger| F
486,Life with Mikey (1993),Comedy,James Lapine,Michael J
487,Lightning Jack (1994),Comedy|Western,Simon Wincer,Paul Hogan| Cuba Gooding Jr
488,M. Butterfly (1993),Drama|Romance,David Cronenberg,Jeremy Irons| John Lone| Barbara Sukowa| Ian Richardson
489,Made in America (1993),Comedy,Richard Benjamin,Whoopi Goldberg| Ted Danson| Will Smith| Nia Long
490,Malice (1993),Thriller,Harold Becker,Alec Baldwin| Nicole Kidman| Bill Pullman| Bebe Neuwirth
491,Man Without a Face, The (1993),Mel Gibson,Mel Gibson| Nick Stahl| Margaret Whitton| Fay Masterson
492,Manhattan Murder Mystery (1993),Comedy|Mystery,Woody Allen,Woody Allen| Diane Keaton| Jerry Adler| Lynn Cohen
493,Menace II Society (1993),Action|Crime|Drama,Albert Hughes| Allen Hughes,Tyrin Turner| Larenz Tate| June Kyoto Lu| Toshi Toda
494,Executive Decision (1996),Action|Adventure|Thriller,Stuart Baird,Kurt Russell| Halle Berry| John Leguizamo| Oliver Platt
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,Nagisa Ôshima,Tatsuya Fuji| Eiko Matsuda| Aoi Nakajima| Yasuko Matsui
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,Tom Noonan,Karen Sillas| Tom Noonan
