movieId,title,genres,director,casts
2837,Bedrooms & Hallways (1998),Comedy|Romance,Rose Troche,Kevin McKidd| Julie Graham| Simon Callow| Con O'Neill
2839,West Beirut (West Beyrouth) (1998),Drama,Ziad Doueiri,Rami Doueiri| Naamar Sahli| Mohamad Chamas| Rola Al Amin
2840,Stigmata (1999),Drama|Thriller,Rupert Wainwright,Patricia Arquette| Gabriel Byrne| Jonathan Pryce| Nia Long
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,David Koepp,Zachary David Cope| Kevin Bacon| Kathryn Erbe| Illeana Douglas
2843,Black Cat, White Cat (Crna macka, beli macor) (1998),Comedy|Romance,Emir Kusturica,Bajram Severdzan| Srdjan 'Zika' Todorovic| Branka Katic| Florijan Ajdini
2844,Minus Man, The (1999),Drama|Mystery,Hampton Fancher,Owen Wilson| Sheryl Crow| Dwight Yoakam| Dennis Haysbert
2846,Adventures of Milo and Otis, The (Koneko monogatari) (1986),Adventure|Children|Comedy|Drama,Masanori Hata,Dudley Moore| Chatran| Kyôko Koizumi| Pû
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,Howard Hawks,Cary Grant| Jean Arthur| Richard Barthelmess| Rita Hayworth
2848,Othello (Tragedy of Othello: The Moor of Venice, The) (1952),Drama,Orson Welles,Micheál MacLiammóir| Suzanne Cloutier| Orson Welles| Robert Coote
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,Stanley Donen| John Barry,Farrah Fawcett| Kirk Douglas| Harvey Keitel| Ed Bishop
2852,Soldier's Story, A (1984),Drama,Norman Jewison,Howard E
2856,I Saw What You Did (1965),Thriller,William Castle,Joan Crawford| John Ireland| Leif Erickson| Sara Lane
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,George Dunning,The Beatles| Paul Angelis| John Clive| Dick Emery
2858,American Beauty (1999),Drama|Romance,Sam Mendes,Kevin Spacey| Annette Bening| Thora Birch| Wes Bentley
2859,Stop Making Sense (1984),Documentary|Musical,Jonathan Demme,Bernie Worrell| Alex Weir| Steven Scales| Lynn Mabry
2860,Blue Streak (1999),Comedy,Les Mayfield,Martin Lawrence| Luke Wilson| Peter Greene| Dave Chappelle
2861,For Love of the Game (1999),Comedy|Drama,Sam Raimi,Kevin Costner| Kelly Preston| John C
2862,Caligula (1979),Drama,Tinto Brass,Malcolm McDowell| Teresa Ann Savoy| Guido Mannari| John Gielgud
2863,Hard Day's Night, A (1964),Adventure|Comedy|Musical,Richard Lester,The Beatles| John Lennon| Paul McCartney| George Harrison
2865,Sugar Town (1999),Comedy,Allison Anders| Kurt Voss,Jade Gordon| John Taylor| Michael Des Barres| Martin Kemp
2866,Buddy Holly Story, The (1978),Drama,Steve Rash,Gary Busey| Don Stroud| Charles Martin Smith| Conrad Janis
2867,Fright Night (1985),Comedy|Horror|Thriller,Tom Holland,Chris Sarandon| William Ragsdale| Amanda Bearse| Roddy McDowall
2868,Fright Night Part II (1988),Horror,Tommy Lee Wallace,Roddy McDowall| William Ragsdale| Traci Lind| Julie Carmen
2870,Barefoot in the Park (1967),Comedy,Gene Saks,Robert Redford| Jane Fonda| Charles Boyer| Mildred Natwick
2871,Deliverance (1972),Adventure|Drama|Thriller,John Boorman,Jon Voight| Burt Reynolds| Ned Beatty| Ronny Cox
2872,Excalibur (1981),Adventure|Fantasy,John Boorman,Nigel Terry| Helen Mirren| Nicholas Clay| Cherie Lunghi
2874,Pajama Game, The (1957),Comedy|Musical|Romance,George Abbott| Stanley Donen,Doris Day| John Raitt| Carol Haney| Eddie Foy Jr
2875,Sommersby (1993),Drama|Mystery|Romance,Jon Amiel,Richard Gere| Jodie Foster| Lanny Flaherty| Wendell Wellman
2876,Thumbelina (1994),Animation|Children|Fantasy,Don Bluth| Gary Goldman,Gino Conforti| Barbara Cook| Jodi Benson| Will Ryan
2877,Tommy (1975),Musical,Ken Russell,Oliver Reed| Ann-Margret| Roger Daltrey| Elton John
2878,Hell Night (1981),Horror,Tom DeSimone,Linda Blair| Vincent Van Patten| Peter Barton| Kevin Brophy
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,Jackie Chan,Jackie Chan| Carol 'Do Do' Cheng| Eva Cobo| Shôko Ikeda
2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,Jackie Chan| Eric Tsang,Jackie Chan| Alan Tam| Lola Forner| Rosamund Kwan
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,Bruce Beresford,Tommy Lee Jones| Ashley Judd| Benjamin Weir| Jay Brazeau
2882,Jakob the Liar (1999),Drama,Peter Kassovitz,Robin Williams| Hannah Taylor Gordon| Éva Igó| István Bálint
2883,Mumford (1999),Comedy|Drama,Lawrence Kasdan,Loren Dean| Hope Davis| Jason Lee| Alfre Woodard
2884,Dog Park (1998),Comedy|Romance,Bruce McCulloch,Natasha Henstridge| Luke Wilson| Kathleen Robertson| Janeane Garofalo
2885,Guinevere (1999),Drama|Romance,Audrey Wells,Sarah Polley| Stephen Rea| Jean Smart| Gina Gershon
2886,Adventures of Elmo in Grouchland, The (1999),Children|Comedy,Gary Halvorson,Kevin Clash| Mandy Patinkin| Vanessa Williams| Sonia Manzano
2887,Simon Sez (1999),Action|Comedy,Kevin Alyn Elders,Dennis Rodman| Dane Cook| John Pinette| Ricky Harris
2888,Drive Me Crazy (1999),Comedy|Romance,John Schultz,Melissa Joan Hart| Adrian Grenier| Stephen Collins| Mark Metcalf
2889,Mystery, Alaska (1999),Comedy|Drama,Jay Roach,Russell Crowe| Hank Azaria| Mary McCormack| Burt Reynolds
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,David O. Russell,George Clooney| Mark Wahlberg| Ice Cube| Spike Jonze
2891,Happy, Texas (1999),Comedy,Mark Illsley,Jeremy Northam| Steve Zahn| William H
2892,New Rose Hotel (1998),Action|Drama,Abel Ferrara,Christopher Walken| Willem Dafoe| Asia Argento| Annabella Sciorra
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,Jake Scott,Jonny Lee Miller| Iain Robertson| Robert Carlyle| Ken Stott
2894,Romance (1999),Drama|Romance,Catherine Breillat,Caroline Ducey| Sagamore Stévenin| François Berléand| Rocco Siffredi
2896,Alvarez Kelly (1966),Western,Edward Dmytryk,William Holden| Richard Widmark| Janice Rule| Patrick O'Neal
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,Federico Fellini,Freddie Jones| Barbara Jefford| Victor Poletti| Peter Cellier
2898,Dark Half, The (1993),Horror|Mystery,George A. Romero,Timothy Hutton| Amy Madigan| Michael Rooker| Julie Harris
2899,Gulliver's Travels (1939),Adventure|Animation|Children,Dave Fleischer| Willard Bowsky| Orestes Calpini| Roland Crandall| William Henning| Winfield Hoskins| Thomas Johnson| Frank Kelling| Seymour Kneitel| Robert G. Leffingwell| Grim Natwick| Tom Palmer,Jessica Dragonette| Lanny Ross| Pinto Colvig| Cal Howard
2900,Monkey Shines (1988),Horror|Sci-Fi,George A. Romero,Jason Beghe| John Pankow| Kate McNeil| Joyce Van Patten
2901,Phantasm (1979),Horror|Sci-Fi,Don Coscarelli,A
2902,Psycho II (1983),Horror|Mystery|Thriller,Richard Franklin,Anthony Perkins| Vera Miles| Meg Tilly| Robert Loggia
2903,Psycho III (1986),Horror|Thriller,Anthony Perkins,Anthony Perkins| Diana Scarwid| Jeff Fahey| Roberta Maxwell
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,Akira Kurosawa,Toshirô Mifune| Tatsuya Nakadai| Keiju Kobayashi| Yûzô Kayama
2906,Random Hearts (1999),Drama|Romance,Sydney Pollack,Harrison Ford| Kristin Scott Thomas| Charles S
2907,Superstar (1999),Comedy,Bruce McCulloch,Molly Shannon| Will Ferrell| Elaine Hendrix| Harland Williams
2908,Boys Don't Cry (1999),Drama,Kimberly Peirce,Hilary Swank| Chloë Sevigny| Peter Sarsgaard| Brendan Sexton III
2912,Limey, The (1999),Crime|Drama|Thriller,Steven Soderbergh,Terence Stamp| Lesley Ann Warren| Luis Guzmán| Barry Newman
2915,Risky Business (1983),Comedy,Paul Brickman,Tom Cruise| Rebecca De Mornay| Joe Pantoliano| Richard Masur
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,Paul Verhoeven,Arnold Schwarzenegger| Rachel Ticotin| Sharon Stone| Ronny Cox
2917,Body Heat (1981),Crime|Thriller,Lawrence Kasdan,William Hurt| Kathleen Turner| Richard Crenna| Ted Danson
2918,Ferris Bueller's Day Off (1986),Comedy,John Hughes,Matthew Broderick| Alan Ruck| Mia Sara| Jeffrey Jones
2919,Year of Living Dangerously, The (1982),Drama|Romance|War,Peter Weir,Linda Hunt| Mel Gibson| Bembol Roco| Domingo Landicho
2921,High Plains Drifter (1973),Western,Clint Eastwood,Clint Eastwood| Verna Bloom| Marianna Hill| Mitchell Ryan
2922,Hang 'Em High (1968),Crime|Drama|Western,Ted Post,Clint Eastwood| Inger Stevens| Ed Begley| Pat Hingle
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,Woo-Ping Yuen,Jackie Chan| Siu-Tin Yuen| Jeong-lee Hwang| Dean Shek
2925,Conformist, The (Conformista, Il) (1970),Drama,Bernardo Bertolucci,Jean-Louis Trintignant| Stefania Sandrelli| Gastone Moschin| Enzo Tarascio
2926,Hairspray (1988),Comedy|Drama,John Waters,Sonny Bono| Ruth Brown| Divine| Debbie Harry
2927,Brief Encounter (1946),Drama|Romance,David Lean,Celia Johnson| Trevor Howard| Stanley Holloway| Joyce Carey
2928,Razor's Edge, The (1984),Drama,John Byrum,Bill Murray| Theresa Russell| Catherine Hicks| Denholm Elliott
2929,Reds (1981),Drama|Romance,Warren Beatty,Warren Beatty| Diane Keaton| Edward Herrmann| Jerzy Kosinski
2930,Return with Honor (1998),Documentary,Freida Lee Mock| Terry Sanders,Everett Alvarez| Ron Bliss| Fred Cherry| George Day
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,Emir Kusturica,Davor Dujmovic| Bora Todorovic| Ljubica Adzovic| Husnija Hasimovic
2932,Days of Heaven (1978),Drama,Terrence Malick,Richard Gere| Brooke Adams| Sam Shepard| Linda Manz
2935,Lady Eve, The (1941),Comedy|Romance,Preston Sturges,Barbara Stanwyck| Henry Fonda| Charles Coburn| Eugene Pallette
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,Preston Sturges,Joel McCrea| Veronica Lake| Robert Warwick| William Demarest
2937,Palm Beach Story, The (1942),Comedy,Preston Sturges,Claudette Colbert| Joel McCrea| Mary Astor| Rudy Vallee
2939,Niagara (1953),Drama|Thriller,Henry Hathaway,Marilyn Monroe| Joseph Cotten| Jean Peters| Max Showalter
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,Charles Vidor,Rita Hayworth| Glenn Ford| George Macready| Joseph Calleia
2941,South Pacific (1958),Musical|Romance|War,Joshua Logan,Rossano Brazzi| Mitzi Gaynor| John Kerr| Ray Walston
2942,Flashdance (1983),Drama|Romance,Adrian Lyne,Jennifer Beals| Michael Nouri| Lilia Skala| Sunny Johnson
2943,Indochine (1992),Drama|Romance,Régis Wargnier,Catherine Deneuve| Vincent Perez| Linh-Dan Pham| Jean Yanne
2944,Dirty Dozen, The (1967),Action|Drama|War,Robert Aldrich,Lee Marvin| Ernest Borgnine| Charles Bronson| Jim Brown
2946,Help! (1965),Comedy|Musical,Richard Lester,The Beatles| Leo McKern| Eleanor Bron| Victor Spinetti
2947,Goldfinger (1964),Action|Adventure|Thriller,Guy Hamilton,Sean Connery| Gert Fröbe| Honor Blackman| Shirley Eaton
2948,From Russia with Love (1963),Action|Adventure|Thriller,Terence Young,Sean Connery| Daniela Bianchi| Pedro Armendáriz| Lotte Lenya
2949,Dr. No (1962),Action|Adventure|Thriller,Terence Young,Sean Connery| Ursula Andress| Joseph Wiseman| Jack Lord
2950,Blue Lagoon, The (1980),Adventure|Drama|Romance,Randal Kleiser,Brooke Shields| Christopher Atkins| Leo McKern| William Daniels
2951,Fistful of Dollars, A (Per un pugno di dollari) (1964),Action|Western,Sergio Leone,Clint Eastwood| Marianne Koch| Gian Maria Volontè| Wolfgang Lukschy
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,Paul Thomas Anderson,Philip Baker Hall| John C
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,Chris Columbus,Macaulay Culkin| Joe Pesci| Daniel Stern| Catherine O'Hara
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,Ridley Scott,Tom Berenger| Mimi Rogers| Lorraine Bracco| Jerry Orbach
2959,Fight Club (1999),Action|Crime|Drama|Thriller,David Fincher,Edward Norton| Brad Pitt| Meat Loaf| Zach Grenier
2961,Story of Us, The (1999),Comedy|Drama,Rob Reiner,Bruce Willis| Michelle Pfeiffer| Colleen Rennison| Jake Sandvig
2962,Fever Pitch (1997),Comedy|Romance,David Evans,Luke Aikman| Bea Guard| Neil Pearson| Ruth Gemmell
2964,Julien Donkey-Boy (1999),Drama,Harmony Korine,Ewen Bremner| Brian Fisk| Chloë Sevigny| Werner Herzog
2965,Omega Code, The (1999),Action,Robert Marcarelli,Casper Van Dien| Michael York| Catherine Oxenberg| Michael Ironside
2966,Straight Story, The (1999),Adventure|Drama,David Lynch,Sissy Spacek| Jane Galloway Heitz| Joseph A
2967,Bad Seed, The (1956),Drama|Thriller,Mervyn LeRoy,Gage Clarke| Jesse White| Joan Croydon| William Hopper
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,Terry Gilliam,John Cleese| Sean Connery| Shelley Duvall| Katherine Helmond
2969,Man and a Woman, A (Un homme et une femme) (1966),Drama|Romance,Claude Lelouch,Anouk Aimée| Jean-Louis Trintignant| Pierre Barouh| Valérie Lagrange
2970,Fitzcarraldo (1982),Adventure|Drama,Werner Herzog,Klaus Kinski| José Lewgoy| Miguel Ángel Fuentes| Paul Hittscher
2971,All That Jazz (1979),Drama|Fantasy|Musical,Bob Fosse,Roy Scheider| Jessica Lange| Ann Reinking| Leland Palmer
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,Yimou Zhang,Gong Li| Wen Jiang| Rujun Teng| Ji Liu
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,Woody Allen,Bill Bernstein| Martin Landau| Claire Bloom| Stephanie Roth Haberle
2974,Bats (1999),Horror|Thriller,Louis Morneau,Lou Diamond Phillips| Dina Meyer| Bob Gunton| Leon
2975,Best Man, The (1999),Comedy|Drama,Malcolm D. Lee,Taye Diggs| Nia Long| Morris Chestnut| Harold Perrineau
2976,Bringing Out the Dead (1999),Drama,Martin Scorsese,Nicolas Cage| Patricia Arquette| John Goodman| Ving Rhames
2977,Crazy in Alabama (1999),Comedy|Drama,Antonio Banderas,Melanie Griffith| David Morse| Lucas Black| Cathy Moriarty
2978,Three to Tango (1999),Comedy|Romance,Damon Santostefano,Matthew Perry| Neve Campbell| Dylan McDermott| Oliver Platt
2979,Body Shots (1999),Drama,Michael Cristofer,Joe Basile| Scott Burkholder| Liz Coke| Allison Dunbar
2982,Guardian, The (1990),Horror|Thriller,William Friedkin,Jenny Seagrove| Dwier Brown| Carey Lowell| Brad Hall
2983,Ipcress File, The (1965),Thriller,Sidney J. Furie,Michael Caine| Nigel Green| Guy Doleman| Sue Lloyd
2984,On Any Sunday (1971),Documentary,Bruce Brown,Dave Aldana| Mark Brelsford| Bruce Brown| Don Castro
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,Paul Verhoeven,Peter Weller| Nancy Allen| Dan O'Herlihy| Ronny Cox
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,Irvin Kershner,Peter Weller| Nancy Allen| Belinda Bauer| Dan O'Herlihy
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Robert Zemeckis,Bob Hoskins| Christopher Lloyd| Joanna Cassidy| Charles Fleischer
2988,Melvin and Howard (1980),Drama,Jonathan Demme,Jason Robards| Paul Le Mat| Elizabeth Cheshire| Mary Steenburgen
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,John Glen,Roger Moore| Carole Bouquet| Topol| Lynn-Holly Johnson
2990,Licence to Kill (1989),Action|Adventure|Thriller,John Glen,Timothy Dalton| Carey Lowell| Robert Davi| Talisa Soto
2991,Live and Let Die (1973),Action|Adventure|Thriller,Guy Hamilton,Roger Moore| Yaphet Kotto| Jane Seymour| Clifton James
2992,Rawhead Rex (1986),Horror|Thriller,George Pavlou,David Dukes| Kelly Piper| Hugh O'Conor| Cora Venus Lunny
2993,Thunderball (1965),Action|Adventure|Thriller,Terence Young,Sean Connery| Claudine Auger| Adolfo Celi| Luciana Paluzzi
2995,House on Haunted Hill (1999),Horror|Thriller,William Malone,Geoffrey Rush| Famke Janssen| Taye Diggs| Peter Gallagher
2996,Music of the Heart (1999),Drama,Wes Craven,Meryl Streep| Cloris Leachman| Henry Dinhofer| Michael Angarano
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,Spike Jonze,John Cusack| Cameron Diaz| Ned Bellamy| Eric Weinstein
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,Hayao Miyazaki,Billy Crudup| Billy Bob Thornton| Minnie Driver| John DiMaggio
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,Werner Herzog,Werner Herzog| Claudia Cardinale| Eva Mattes| Beat Presser
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,Radu Mihaileanu,Lionel Abelanski| Rufus| Clément Harari| Michel Muller
3004,Bachelor, The (1999),Comedy|Romance,Gary Sinyor,Chris O'Donnell| Renée Zellweger| Artie Lange| Edward Asner
3005,Bone Collector, The (1999),Thriller,Phillip Noyce,Denzel Washington| Angelina Jolie| Queen Latifah| Michael Rooker
3006,Insider, The (1999),Drama|Thriller,Michael Mann,Al Pacino| Russell Crowe| Christopher Plummer| Diane Venora
3007,American Movie (1999),Documentary,Chris Smith,Mark Borchardt| Tom Schimmels| Monica Borchardt| Alex Borchardt
3008,Last Night (1998),Drama|Sci-Fi,Don McKellar,Don McKellar| Sandra Oh| Roberta Maxwell| Robin Gammell
3010,Rosetta (1999),Drama,Jean-Pierre Dardenne| Luc Dardenne,Émilie Dequenne| Fabrizio Rongione| Anne Yernaux| Olivier Gourmet
3011,They Shoot Horses, Don't They? (1969),Drama,Sydney Pollack,Jane Fonda| Michael Sarrazin| Susannah York| Gig Young
3013,Bride of Re-Animator (1990),Comedy|Horror,Brian Yuzna,Jeffrey Combs| Bruce Abbott| Claude Earl Jones| Fabiana Udenio
3014,Bustin' Loose (1981),Comedy,Oz Scott| Michael Schultz,Richard Pryor| Cicely Tyson| Angel Ramirez Jr
3015,Coma (1978),Thriller,Michael Crichton,Geneviève Bujold| Michael Douglas| Elizabeth Ashley| Rip Torn
3016,Creepshow (1982),Horror,George A. Romero,Hal Holbrook| Adrienne Barbeau| Fritz Weaver| Leslie Nielsen
3017,Creepshow 2 (1987),Horror,Michael Gornick,Domenick John| Tom Savini| George Kennedy| Philip Dore
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,Stuart Gordon,Jeffrey Combs| Bruce Abbott| Barbara Crampton| David Gale
3019,Drugstore Cowboy (1989),Crime|Drama,Gus Van Sant,Matt Dillon| Kelly Lynch| James Le Gros| Heather Graham
3020,Falling Down (1993),Action|Drama,Joel Schumacher,Michael Douglas| Robert Duvall| Barbara Hershey| Rachel Ticotin
3021,Funhouse, The (1981),Horror,Tobe Hooper,Elizabeth Berridge| Shawn Carson| Jeanne Austin| Jack McDermott
3022,General, The (1926),Comedy|War,Clyde Bruckman| Buster Keaton,Buster Keaton| Marion Mack| Glen Cavender| Jim Farley
3024,Piranha (1978),Horror|Sci-Fi,Joe Dante,Bradford Dillman| Heather Menzies-Urich| Kevin McCarthy| Keenan Wynn
3028,Taming of the Shrew, The (1967),Comedy,Franco Zeffirelli,Elizabeth Taylor| Richard Burton| Cyril Cusack| Michael Hordern
3029,Nighthawks (1981),Action|Drama,Bruce Malmuth| Gary Nelson,Sylvester Stallone| Billy Dee Williams| Lindsay Wagner| Persis Khambatta
3030,Yojimbo (1961),Action|Adventure,Akira Kurosawa,Toshirô Mifune| Tatsuya Nakadai| Yôko Tsukasa| Isuzu Yamada
3031,Repossessed (1990),Comedy,Bob Logan,Linda Blair| Ned Beatty| Leslie Nielsen| Anthony Starke
3032,Omega Man, The (1971),Action|Drama|Sci-Fi|Thriller,Boris Sagal,Charlton Heston| Anthony Zerbe| Rosalind Cash| Paul Koslo
3033,Spaceballs (1987),Comedy|Sci-Fi,Mel Brooks,Mel Brooks| John Candy| Rick Moranis| Bill Pullman
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,Wolfgang Reitherman| David Hand,Roger Miller| Peter Ustinov| Terry-Thomas| Brian Bedford
3035,Mister Roberts (1955),Comedy|Drama|War,John Ford| Mervyn LeRoy| Joshua Logan,Henry Fonda| James Cagney| William Powell| Jack Lemmon
3036,Quest for Fire (Guerre du feu, La) (1981),Adventure|Drama,Jean-Jacques Annaud,Everett McGill| Ron Perlman| Nicholas Kadi| Rae Dawn Chong
3037,Little Big Man (1970),Western,Arthur Penn,Dustin Hoffman| Faye Dunaway| Chief Dan George| Martin Balsam
3038,Face in the Crowd, A (1957),Drama,Elia Kazan,Andy Griffith| Patricia Neal| Anthony Franciosa| Walter Matthau
3039,Trading Places (1983),Comedy,John Landis,Denholm Elliott| Dan Aykroyd| Maurice Woods| Richard D
3040,Meatballs (1979),Comedy,Ivan Reitman,Bill Murray| Harvey Atkin| Kate Lynch| Russ Banham
3041,Meatballs Part II (1984),Comedy,Ken Wiederhorn,Richard Mulligan| Hamilton Camp| John Mengatti| Kim Richards
3042,Meatballs III (1987),Comedy,George Mendeluk,Sally Kellerman| Patrick Dempsey| Al Waxman| Isabelle Mejias
3043,Meatballs 4 (1992),Comedy,Bob Logan,Corey Feldman| Jack Nance| Sarah Douglas| Bojesse Christopher
3044,Dead Again (1991),Mystery|Romance|Thriller,Kenneth Branagh,Kenneth Branagh| Andy Garcia| Emma Thompson| Lois Hall
3045,Peter's Friends (1992),Comedy|Drama,Kenneth Branagh,Hugh Laurie| Kenneth Branagh| Stephen Fry| Alphonsia Emmanuel
3046,Incredibly True Adventure of Two Girls in Love, The (1995),Comedy|Romance,Maria Maggenti,Laurel Holloman| Maggie Moore| Kate Stafford| Sabrina Artel
3048,Under the Rainbow (1981),Comedy,Steve Rash,Chevy Chase| Carrie Fisher| Eve Arden| Joseph Maher
3051,Anywhere But Here (1999),Comedy|Drama,Wayne Wang,Susan Sarandon| Natalie Portman| Hart Bochner| Eileen Ryan
3052,Dogma (1999),Adventure|Comedy|Fantasy,Kevin Smith,Bud Cort| Barret Hackney| Jared Pfennigwerth| Kitao Sakurai
3053,Messenger: The Story of Joan of Arc, The (1999),Drama|War,Luc Besson,Rab Affleck| Stéphane Algoud| Edwin Apps| David Bailie
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,Kunihiko Yuyama| Michael Haigney,Rica Matsumoto| Ikue Ôtani| Mayumi Izuka| Yûji Ueda
3055,Felicia's Journey (1999),Thriller,Atom Egoyan,Bob Hoskins| Arsinée Khanjian| Elaine Cassidy| Sheila Reid
3056,Oxygen (1999),Crime|Drama|Thriller,Richard Shepard,Maura Tierney| Adrien Brody| James Naughton| Laila Robins
3057,Where's Marlowe? (1998),Comedy,Daniel Pyne,Miguel Ferrer| John Livingston| Yasiin Bey| John Slattery
3060,Commitments, The (1991),Comedy|Drama|Musical,Alan Parker,Robert Arkins| Michael Aherne| Angeline Ball| Maria Doyle Kennedy
3061,Holiday Inn (1942),Comedy|Musical,Mark Sandrich| Robert Allen,Bing Crosby| Fred Astaire| Marjorie Reynolds| Virginia Dale
3062,Longest Day, The (1962),Action|Drama|War,Ken Annakin| Andrew Marton| Gerd Oswald| Bernhard Wicki| Darryl F. Zanuck,Eddie Albert| Paul Anka| Arletty| Jean-Louis Barrault
3063,Poison Ivy (1992),Drama|Thriller,Katt Shea,Sara Gilbert| Drew Barrymore| Tom Skerritt| Cheryl Ladd
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,Kurt Voss,Jaime Pressly| Megan Edwards| Michael Des Barres| Greg Vaughan
3066,Tora! Tora! Tora! (1970),Action|Drama|War,Richard Fleischer| Kinji Fukasaku| Toshio Masuda| Akira Kurosawa,Martin Balsam| Sô Yamamura| Jason Robards| Joseph Cotten
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,Pedro Almodóvar,Carmen Maura| Antonio Banderas| Julieta Serrano| María Barranco
3068,Verdict, The (1982),Drama|Mystery,Sidney Lumet,Paul Newman| Charlotte Rampling| Jack Warden| James Mason
3070,Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984),Adventure|Comedy|Sci-Fi,W.D. Richter,Peter Weller| John Lithgow| Ellen Barkin| Jeff Goldblum
3071,Stand and Deliver (1988),Comedy|Drama,Ramón Menéndez,Edward James Olmos| Estelle Harris| Mark Phelan| Virginia Paris
3072,Moonstruck (1987),Comedy|Romance,Norman Jewison,Cher| Nicolas Cage| Vincent Gardenia| Olympia Dukakis
3073,Sandpiper, The (1965),Drama|Romance,Vincente Minnelli,Elizabeth Taylor| Richard Burton| Eva Marie Saint| Charles Bronson
3074,Jeremiah Johnson (1972),Western,Sydney Pollack,Robert Redford| Will Geer| Delle Bolton| Josh Albee
3075,Repulsion (1965),Drama|Horror,Roman Polanski,Catherine Deneuve| Ian Hendry| John Fraser| Yvonne Furneaux
3076,Irma la Douce (1963),Comedy,Billy Wilder,Jack Lemmon| Shirley MacLaine| Lou Jacobi| Bruce Yarnell
3077,42 Up (1998),Documentary,Michael Apted,Bruce Balden| Jacqueline Bassett| Symon Basterfield| Andrew Brackfield
3078,Liberty Heights (1999),Drama,Barry Levinson,Adrien Brody| Ben Foster| Orlando Jones| Bebe Neuwirth
3079,Mansfield Park (1999),Comedy|Drama|Romance,Patricia Rozema,Hannah Taylor Gordon| Talya Gordon| Lindsay Duncan| Bruce Byron
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,Tim Burton,Johnny Depp| Christina Ricci| Miranda Richardson| Michael Gambon
3082,World Is Not Enough, The (1999),Action|Adventure|Thriller,Michael Apted,Pierce Brosnan| Sophie Marceau| Robert Carlyle| Denise Richards
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,Pedro Almodóvar,Cecilia Roth| Marisa Paredes| Candela Peña| Antonia San Juan
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,Gus Meins| Charley Rogers,Virginia Karns| Charlotte Henry| Felix Knight| Florence Roberts
3087,Scrooged (1988),Comedy|Fantasy|Romance,Richard Donner,Bill Murray| Karen Allen| John Forsythe| John Glover
3088,Harvey (1950),Comedy|Fantasy,Henry Koster,Wallace Ford| William H
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,Vittorio De Sica,Lamberto Maggiorani| Enzo Staiola| Lianella Carell| Elena Altieri
3090,Matewan (1987),Drama,John Sayles,Chris Cooper| Mary McDonnell| Will Oldham| David Strathairn
3091,Kagemusha (1980),Drama|War,Akira Kurosawa,Tatsuya Nakadai| Tsutomu Yamazaki| Ken'ichi Hagiwara| Jinpachi Nezu
3093,McCabe & Mrs. Miller (1971),Drama|Western,Robert Altman,Warren Beatty| Julie Christie| Rene Auberjonois| William Devane
3094,Maurice (1987),Drama|Romance,James Ivory,James Wilby| Hugh Grant| Rupert Graves| Denholm Elliott
